time,ax,ay,az,atotal
2022-08-11 17:49:53.8110,-0.47,-0.6,2.09,2.22
2022-08-11 17:49:53.8200,-1.86,-0.49,2.34,3.02
2022-08-11 17:49:53.8300,-3.11,-0.32,2.21,3.82
2022-08-11 17:49:53.8500,-4.33,-0.16,1.77,4.68
2022-08-11 17:49:53.8540,-5.63,-0.16,1.24,5.76
2022-08-11 17:49:53.8590,-7.0,-0.44,0.82,7.06
2022-08-11 17:49:53.8700,-7.93,-1.06,0.72,8.03
2022-08-11 17:49:53.8800,-8.21,-2.01,0.57,8.47
2022-08-11 17:49:53.8890,-7.73,-3.03,0.23,8.3
2022-08-11 17:49:53.9000,-6.52,-3.48,0.09,7.39
2022-08-11 17:49:53.9090,-4.94,-2.78,0.58,5.69
2022-08-11 17:49:53.9190,-2.85,-1.26,2.63,4.07
2022-08-11 17:49:53.9310,-0.8,1.3,4.73,4.97
2022-08-11 17:49:53.9470,0.61,6.91,6.44,9.46
2022-08-11 17:49:53.9500,2.07,13.92,7.08,15.75
2022-08-11 17:49:53.9600,3.86,18.62,4.85,19.62
2022-08-11 17:49:53.9690,5.3,16.28,1.42,17.17
2022-08-11 17:49:53.9800,4.85,5.68,0.11,7.46
2022-08-11 17:49:53.9910,3.03,-1.77,1.76,3.92
2022-08-11 17:49:53.9990,1.41,-5.01,4.01,6.57
2022-08-11 17:49:54.0090,0.28,-5.78,5.32,7.86
2022-08-11 17:49:54.0200,-0.45,-5.72,5.54,7.97
2022-08-11 17:49:54.0300,-0.81,-5.32,5.05,7.37
2022-08-11 17:49:54.0500,-1.23,-4.34,4.44,6.32
2022-08-11 17:49:54.0530,-1.77,-2.76,4.31,5.41
2022-08-11 17:49:54.0590,-2.13,-1.44,4.67,5.33
2022-08-11 17:49:54.0690,-2.13,-0.81,4.68,5.2
2022-08-11 17:49:54.0800,-2.29,-0.63,3.18,3.96
2022-08-11 17:49:54.0880,-2.28,-0.3,1.24,2.61
2022-08-11 17:49:54.0990,-0.98,0.82,0.62,1.42
2022-08-11 17:49:54.1080,1.44,1.64,1.15,2.46
2022-08-11 17:49:54.1180,3.24,1.22,1.69,3.85
2022-08-11 17:49:54.1280,3.8,0.42,2.08,4.35
2022-08-11 17:49:54.1510,3.58,0.17,2.59,4.42
2022-08-11 17:49:54.1530,3.56,0.57,3.54,5.05
2022-08-11 17:49:54.1580,3.99,1.15,4.27,5.95
2022-08-11 17:49:54.1680,4.52,1.53,4.35,6.45
2022-08-11 17:49:54.1790,4.47,1.52,4.18,6.3
2022-08-11 17:49:54.1870,3.89,1.05,3.92,5.62
2022-08-11 17:49:54.1990,3.04,0.39,3.77,4.85
2022-08-11 17:49:54.2070,2.25,-0.07,3.79,4.4
2022-08-11 17:49:54.2170,1.46,-0.26,3.83,4.1
2022-08-11 17:49:54.2290,0.66,-0.22,3.75,3.81
2022-08-11 17:49:54.2370,0.0,-0.15,3.84,3.84
2022-08-11 17:49:54.2540,-0.57,-0.16,3.96,4.0
2022-08-11 17:49:54.2570,-1.0,-0.26,4.11,4.23
2022-08-11 17:49:54.2670,-1.36,-0.35,4.08,4.31
2022-08-11 17:49:54.2780,-1.65,-0.34,3.86,4.21
2022-08-11 17:49:54.2870,-1.91,-0.2,3.42,3.92
2022-08-11 17:49:54.2970,-2.11,0.14,2.86,3.55
2022-08-11 17:49:54.3070,-2.18,0.56,2.33,3.23
2022-08-11 17:49:54.3160,-2.08,0.99,2.04,3.07
2022-08-11 17:49:54.3280,-1.82,1.39,2.05,3.07
2022-08-11 17:49:54.3360,-1.42,1.66,2.22,3.11
2022-08-11 17:49:54.3520,-0.91,1.57,2.61,3.17
2022-08-11 17:49:54.3560,-0.32,1.1,3.1,3.3
2022-08-11 17:49:54.3670,0.3,0.52,3.38,3.43
2022-08-11 17:49:54.3770,0.92,0.11,3.37,3.49
2022-08-11 17:49:54.3870,1.41,-0.05,3.11,3.41
2022-08-11 17:49:54.3960,1.61,0.01,2.85,3.27
2022-08-11 17:49:54.4070,1.6,0.31,2.83,3.26
2022-08-11 17:49:54.4170,1.6,0.71,3.15,3.6
2022-08-11 17:49:54.4270,1.6,1.02,3.6,4.06
2022-08-11 17:49:54.4360,1.8,1.19,4.16,4.68
2022-08-11 17:49:54.4520,2.3,1.29,4.76,5.44
2022-08-11 17:49:54.4550,2.98,1.45,5.11,6.09
2022-08-11 17:49:54.4660,3.78,1.6,5.22,6.64
2022-08-11 17:49:54.4760,4.48,1.72,5.03,6.95
2022-08-11 17:49:54.4860,4.92,1.8,4.52,6.91
2022-08-11 17:49:54.4950,5.07,1.73,3.72,6.52
2022-08-11 17:49:54.5050,4.88,1.37,2.85,5.81
2022-08-11 17:49:54.5170,4.41,0.77,2.0,4.9
2022-08-11 17:49:54.5250,3.58,0.18,0.84,3.68
2022-08-11 17:49:54.5350,2.52,-0.08,-0.47,2.56
2022-08-11 17:49:54.5480,1.52,-0.07,-0.85,1.74
2022-08-11 17:49:54.5550,0.39,0.01,-0.74,0.83
2022-08-11 17:49:54.5650,-0.41,0.26,-0.7,0.85
2022-08-11 17:49:54.5750,-0.87,1.01,-0.86,1.58
2022-08-11 17:49:54.5860,-1.18,2.37,-0.74,2.74
2022-08-11 17:49:54.5950,-1.16,4.01,-0.86,4.26
2022-08-11 17:49:54.6050,-0.64,4.97,-1.69,5.28
2022-08-11 17:49:54.6160,0.35,4.86,-2.55,5.49
2022-08-11 17:49:54.6240,1.4,4.08,-2.63,5.05
2022-08-11 17:49:54.6350,2.07,3.12,-2.14,4.31
2022-08-11 17:49:54.6520,2.4,1.9,-1.77,3.53
2022-08-11 17:49:54.6550,2.23,0.7,-1.57,2.81
2022-08-11 17:49:54.6640,1.83,-0.23,-1.04,2.11
2022-08-11 17:49:54.6750,1.4,-0.77,-0.24,1.61
2022-08-11 17:49:54.6850,1.05,-0.92,0.51,1.48
2022-08-11 17:49:54.6950,0.6,-0.92,1.08,1.54
2022-08-11 17:49:54.7030,0.07,-1.0,1.53,1.82
2022-08-11 17:49:54.7160,-0.35,-1.22,1.8,2.2
2022-08-11 17:49:54.7240,-0.56,-1.45,1.97,2.5
2022-08-11 17:49:54.7330,-1.18,-1.47,1.72,2.55
2022-08-11 17:49:54.7530,-1.76,-1.31,1.58,2.7
2022-08-11 17:49:54.7560,-2.59,-0.9,1.28,3.02
2022-08-11 17:49:54.7640,-3.43,-0.45,0.84,3.55
2022-08-11 17:49:54.7750,-3.99,-0.03,0.7,4.05
2022-08-11 17:49:54.7830,-4.42,0.28,0.52,4.45
2022-08-11 17:49:54.7950,-4.59,0.2,0.23,4.6
2022-08-11 17:49:54.8030,-4.03,-0.38,0.17,4.05
2022-08-11 17:49:54.8130,-3.21,-1.2,-0.08,3.42
2022-08-11 17:49:54.8230,-2.13,-2.02,-0.47,2.97
2022-08-11 17:49:54.8330,-0.79,-2.55,-0.77,2.77
2022-08-11 17:49:54.8560,0.44,-2.48,-0.99,2.7
2022-08-11 17:49:54.8580,1.45,-1.94,-0.92,2.59
2022-08-11 17:49:54.8630,1.99,-1.25,-0.6,2.42
2022-08-11 17:49:54.8720,1.85,-0.69,-0.31,1.99
2022-08-11 17:49:54.8840,1.25,-0.5,-0.33,1.38
2022-08-11 17:49:54.8920,0.64,-0.69,-0.51,1.07
2022-08-11 17:49:54.9020,0.04,-1.04,-0.61,1.2
2022-08-11 17:49:54.9120,-0.45,-1.4,-0.7,1.62
2022-08-11 17:49:54.9220,-0.72,-1.83,-0.75,2.1
2022-08-11 17:49:54.9340,-0.84,-2.38,-0.68,2.61
2022-08-11 17:49:54.9550,-0.87,-3.06,-0.39,3.2
2022-08-11 17:49:54.9570,-0.91,-3.47,-0.25,3.59
2022-08-11 17:49:54.9620,-0.88,-3.36,-0.45,3.5
2022-08-11 17:49:54.9720,-0.62,-2.92,-0.85,3.1
2022-08-11 17:49:54.9820,-0.04,-2.27,-1.5,2.72
2022-08-11 17:49:54.9930,0.89,-1.44,-2.05,2.65
2022-08-11 17:49:55.0030,2.15,-0.19,-2.05,2.97
2022-08-11 17:49:55.0130,3.76,1.57,-1.36,4.29
2022-08-11 17:49:55.0210,5.95,3.38,-0.05,6.84
2022-08-11 17:49:55.0330,8.35,4.28,0.66,9.4
2022-08-11 17:49:55.0410,9.55,3.79,0.03,10.27
2022-08-11 17:49:55.0580,8.47,2.1,-0.56,8.74
2022-08-11 17:49:55.0610,5.45,0.5,-1.37,5.64
2022-08-11 17:49:55.0720,3.18,-0.27,-1.95,3.74
2022-08-11 17:49:55.0810,2.26,0.03,-2.41,3.3
2022-08-11 17:49:55.0920,2.21,1.79,-2.94,4.09
2022-08-11 17:49:55.1010,2.55,5.18,-2.35,6.23
2022-08-11 17:49:55.1110,1.83,7.46,0.35,7.68
2022-08-11 17:49:55.1220,-0.27,7.29,2.24,7.63
2022-08-11 17:49:55.1330,-3.35,8.5,2.49,9.46
2022-08-11 17:49:55.1410,-7.93,8.35,3.21,11.95
2022-08-11 17:49:55.1560,-12.02,5.07,4.22,13.71
2022-08-11 17:49:55.1600,-13.44,0.46,3.99,14.02
2022-08-11 17:49:55.1700,-12.29,-3.24,2.53,12.95
2022-08-11 17:49:55.1820,-9.56,-5.32,1.38,11.02
2022-08-11 17:49:55.1900,-5.8,-5.99,1.31,8.44
2022-08-11 17:49:55.2000,-2.54,-5.39,0.71,6.0
2022-08-11 17:49:55.2120,-0.8,-4.11,-0.17,4.19
2022-08-11 17:49:55.2200,-0.34,-3.04,-0.1,3.06
2022-08-11 17:49:55.2300,-0.38,-1.83,0.61,1.96
2022-08-11 17:49:55.2400,-0.46,-0.57,1.31,1.5
2022-08-11 17:49:55.2560,-0.62,0.81,1.52,1.83
2022-08-11 17:49:55.2590,-1.0,1.86,1.92,2.85
2022-08-11 17:49:55.2700,-1.13,2.11,2.16,3.22
2022-08-11 17:49:55.2810,-0.6,1.26,1.66,2.16
2022-08-11 17:49:55.2890,0.29,-0.29,0.73,0.83
2022-08-11 17:49:55.3010,0.72,-1.05,-0.72,1.46
2022-08-11 17:49:55.3090,0.34,-0.8,-2.21,2.37
2022-08-11 17:49:55.3190,-0.08,-0.29,-2.42,2.43
2022-08-11 17:49:55.3290,-0.51,-0.23,-1.48,1.58
2022-08-11 17:49:55.3390,-1.23,-0.48,-0.35,1.36
2022-08-11 17:49:55.3550,-1.75,-0.73,0.61,1.99
2022-08-11 17:49:55.3590,-1.64,-1.02,1.37,2.36
2022-08-11 17:49:55.3700,-1.09,-1.08,1.56,2.18
2022-08-11 17:49:55.3800,-0.15,-0.81,0.95,1.25
2022-08-11 17:49:55.3900,0.91,-0.46,0.16,1.03
2022-08-11 17:49:55.3990,2.0,-0.09,-0.31,2.02
2022-08-11 17:49:55.4090,3.04,0.17,-0.36,3.06
2022-08-11 17:49:55.4190,3.85,0.18,-0.28,3.86
2022-08-11 17:49:55.4280,4.31,-0.07,-0.16,4.31
2022-08-11 17:49:55.4380,4.28,-0.46,-0.1,4.3
2022-08-11 17:49:55.4570,3.75,-0.86,-0.03,3.84
2022-08-11 17:49:55.4600,3.11,-1.12,0.11,3.3
2022-08-11 17:49:55.4690,2.66,-1.26,0.27,2.95
2022-08-11 17:49:55.4790,2.42,-1.3,0.41,2.77
2022-08-11 17:49:55.4890,2.31,-1.22,0.33,2.63
2022-08-11 17:49:55.4990,2.3,-0.94,0.01,2.48
2022-08-11 17:49:55.5090,2.27,-0.46,-0.43,2.35
2022-08-11 17:49:55.5180,2.09,0.05,-0.85,2.25
2022-08-11 17:49:55.5280,1.72,0.51,-0.72,1.93
2022-08-11 17:49:55.5380,1.44,0.91,-0.07,1.7
2022-08-11 17:49:55.5560,1.59,1.02,1.08,2.17
2022-08-11 17:49:55.5590,2.6,0.62,2.36,3.56
2022-08-11 17:49:55.5670,4.02,0.02,3.26,5.17
2022-08-11 17:49:55.5780,5.43,-0.27,3.44,6.43
2022-08-11 17:49:55.5870,6.56,0.11,2.81,7.13
2022-08-11 17:49:55.5990,6.88,1.22,1.55,7.15
2022-08-11 17:49:55.6070,6.35,2.7,0.5,6.91
2022-08-11 17:49:55.6170,5.2,3.87,0.2,6.48
2022-08-11 17:49:55.6270,3.9,4.44,0.38,5.92
2022-08-11 17:49:55.6380,2.91,4.49,0.78,5.4
2022-08-11 17:49:55.6600,2.25,4.17,0.98,4.83
2022-08-11 17:49:55.6620,1.29,3.32,0.92,3.67
2022-08-11 17:49:55.6660,-0.11,1.57,0.82,1.77
2022-08-11 17:49:55.6770,-1.31,-0.12,0.68,1.48
2022-08-11 17:49:55.6860,-2.62,-0.65,0.09,2.7
2022-08-11 17:49:55.6970,-3.87,-0.03,-1.2,4.05
2022-08-11 17:49:55.7060,-4.55,1.71,-3.04,5.73
2022-08-11 17:49:55.7160,-4.73,4.59,-4.18,7.8
2022-08-11 17:49:55.7260,-4.71,7.47,-3.73,9.58
2022-08-11 17:49:55.7360,-4.42,8.3,-2.44,9.71
2022-08-11 17:49:55.7590,-2.72,6.54,-1.8,7.3
2022-08-11 17:49:55.7610,-0.41,4.12,-1.8,4.51
2022-08-11 17:49:55.7660,1.21,1.91,-2.02,3.03
2022-08-11 17:49:55.7770,1.9,0.6,-2.31,3.05
2022-08-11 17:49:55.7870,2.18,0.08,-2.17,3.07
2022-08-11 17:49:55.7950,2.38,-0.14,-1.96,3.08
2022-08-11 17:49:55.8070,2.61,-0.37,-1.87,3.23
2022-08-11 17:49:55.8170,2.67,-0.56,-1.62,3.17
2022-08-11 17:49:55.8260,2.51,-0.82,-1.02,2.83
2022-08-11 17:49:55.8360,2.16,-1.22,-0.3,2.49
2022-08-11 17:49:55.8450,1.64,-1.78,0.33,2.44
2022-08-11 17:49:55.8610,0.82,-2.31,1.2,2.72
2022-08-11 17:49:55.8660,-1.61,-3.36,9.98,10.65
2022-08-11 17:49:55.8760,-3.76,-8.79,16.31,18.9
2022-08-11 17:49:55.8850,-0.14,-7.61,-6.88,10.25
2022-08-11 17:49:55.8970,-0.06,-5.18,-8.31,9.79
2022-08-11 17:49:55.9050,-2.54,-0.81,-6.54,7.06
2022-08-11 17:49:55.9150,-3.52,0.99,-4.45,5.75
2022-08-11 17:49:55.9250,-3.24,0.55,-1.94,3.81
2022-08-11 17:49:55.9350,-3.13,-0.89,-0.7,3.32
2022-08-11 17:49:55.9450,-3.12,-1.88,0.44,3.66
2022-08-11 17:49:55.9600,-3.06,-2.13,1.64,4.07
2022-08-11 17:49:55.9640,-2.99,-1.89,2.42,4.28
2022-08-11 17:49:55.9750,-2.88,-2.01,2.37,4.23
2022-08-11 17:49:55.9860,-2.66,-2.76,1.99,4.31
2022-08-11 17:49:55.9940,-2.29,-3.7,1.43,4.58
2022-08-11 17:49:56.0040,-2.08,-4.09,0.46,4.61
2022-08-11 17:49:56.0160,-1.96,-3.38,-0.3,3.91
2022-08-11 17:49:56.0240,-1.62,-2.33,-0.8,2.94
2022-08-11 17:49:56.0340,-0.89,-1.56,-1.4,2.27
2022-08-11 17:49:56.0460,0.28,-0.86,-1.58,1.82
2022-08-11 17:49:56.0590,1.45,-0.1,-1.47,2.06
2022-08-11 17:49:56.0640,2.45,0.57,-1.52,2.93
2022-08-11 17:49:56.0740,3.44,1.16,-1.82,4.06
2022-08-11 17:49:56.0850,4.58,1.82,-2.05,5.33
2022-08-11 17:49:56.0930,5.92,2.82,-1.4,6.7
2022-08-11 17:49:56.1030,7.32,3.82,-0.13,8.25
2022-08-11 17:49:56.1150,8.22,4.2,0.16,9.23
2022-08-11 17:49:56.1230,8.15,3.52,-0.63,8.89
2022-08-11 17:49:56.1330,6.84,2.1,-1.43,7.29
2022-08-11 17:49:56.1450,5.22,0.54,-1.72,5.52
2022-08-11 17:49:56.1580,4.31,-0.3,-2.05,4.78
2022-08-11 17:49:56.1630,4.17,0.46,-3.18,5.26
2022-08-11 17:49:56.1740,4.38,4.37,-2.98,6.86
2022-08-11 17:49:56.1840,3.88,10.18,-0.45,10.9
2022-08-11 17:49:56.1930,0.81,12.96,1.14,13.03
2022-08-11 17:49:56.2030,-5.64,13.34,1.91,14.6
2022-08-11 17:49:56.2140,-11.99,8.78,2.91,15.14
2022-08-11 17:49:56.2230,-13.84,0.43,3.49,14.27
2022-08-11 17:49:56.2330,-11.88,-5.47,4.43,13.8
2022-08-11 17:49:56.2420,-9.76,-7.79,4.85,13.39
2022-08-11 17:49:56.2610,-7.89,-8.07,3.56,11.83
2022-08-11 17:49:56.2640,-6.27,-7.34,1.12,9.71
2022-08-11 17:49:56.2730,-5.02,-5.61,-0.94,7.58
2022-08-11 17:49:56.2820,-4.68,-3.55,-1.68,6.1
2022-08-11 17:49:56.2930,-4.77,-1.81,-1.0,5.19
2022-08-11 17:49:56.3020,-4.36,0.04,0.36,4.37
2022-08-11 17:49:56.3120,-3.63,1.81,1.21,4.23
2022-08-11 17:49:56.3220,-2.95,3.23,1.79,4.72
2022-08-11 17:49:56.3320,-1.63,3.8,3.0,5.1
2022-08-11 17:49:56.3420,0.69,3.08,3.36,4.6
2022-08-11 17:49:56.3600,3.43,1.26,2.01,4.17
2022-08-11 17:49:56.3630,5.21,-0.76,-0.45,5.28
2022-08-11 17:49:56.3720,4.61,-1.66,-2.7,5.59
2022-08-11 17:49:56.3820,2.69,-1.42,-3.22,4.42
2022-08-11 17:49:56.3930,1.11,-1.11,-2.26,2.75
2022-08-11 17:49:56.4030,-0.55,-0.91,-1.48,1.82
2022-08-11 17:49:56.4110,-2.17,-0.68,-0.84,2.42
2022-08-11 17:49:56.4210,-3.3,-0.73,-0.19,3.38
2022-08-11 17:49:56.4310,-3.75,-0.96,0.65,3.92
2022-08-11 17:49:56.4410,-3.43,-1.09,1.35,3.84
2022-08-11 17:49:56.4640,-2.13,-0.99,1.22,2.64
2022-08-11 17:49:56.4670,-0.19,-0.74,0.27,0.81
2022-08-11 17:49:56.4710,1.97,-0.49,-0.81,2.18
2022-08-11 17:49:56.4810,3.73,-0.22,-1.47,4.01
2022-08-11 17:49:56.4920,4.77,-0.01,-1.45,4.98
2022-08-11 17:49:56.5020,5.17,0.11,-0.75,5.22
2022-08-11 17:49:56.5100,5.0,-0.12,-0.03,5.0
2022-08-11 17:49:56.5220,4.08,-0.89,0.02,4.17
2022-08-11 17:49:56.5300,3.08,-1.72,-0.2,3.53
2022-08-11 17:49:56.5410,2.74,-2.03,-0.31,3.42
2022-08-11 17:49:56.5630,2.64,-1.82,-0.35,3.22
2022-08-11 17:49:56.5650,2.57,-1.12,-0.41,2.83
2022-08-11 17:49:56.5690,2.48,-0.05,-0.41,2.51
2022-08-11 17:49:56.5810,2.45,0.89,-0.16,2.61
2022-08-11 17:49:56.5910,2.78,1.39,0.51,3.14
2022-08-11 17:49:56.6000,3.81,1.56,1.47,4.37
2022-08-11 17:49:56.6110,5.08,1.42,2.38,5.78
2022-08-11 17:49:56.6200,6.31,1.25,2.83,7.02
2022-08-11 17:49:56.6300,7.28,1.47,2.36,7.79
2022-08-11 17:49:56.6400,7.26,2.23,1.37,7.71
2022-08-11 17:49:56.6500,6.2,3.24,0.47,7.01
2022-08-11 17:49:56.6660,4.93,4.18,0.08,6.46
2022-08-11 17:49:56.6690,4.01,4.49,0.27,6.02
2022-08-11 17:49:56.6810,3.39,3.89,0.9,5.23
2022-08-11 17:49:56.6900,3.15,2.44,1.46,4.24
2022-08-11 17:49:56.6990,2.87,0.51,1.47,3.26
2022-08-11 17:49:56.7090,2.33,-1.39,1.18,2.95
2022-08-11 17:49:56.7190,1.55,-2.64,0.9,3.19
2022-08-11 17:49:56.7290,0.35,-3.1,0.43,3.14
2022-08-11 17:49:56.7390,-1.3,-2.81,-0.27,3.1
2022-08-11 17:49:56.7490,-3.26,-1.38,-1.23,3.74
2022-08-11 17:49:56.7650,-5.29,1.38,-2.61,6.05
2022-08-11 17:49:56.7680,-6.43,5.58,-3.75,9.3
2022-08-11 17:49:56.7800,-6.44,9.75,-3.32,12.14
2022-08-11 17:49:56.7890,-6.31,10.66,-2.46,12.62
2022-08-11 17:49:56.7990,-5.46,10.53,-2.98,12.23
2022-08-11 17:49:56.8100,-4.17,9.74,-3.54,11.17
2022-08-11 17:49:56.8180,-2.75,6.52,-3.79,8.02
2022-08-11 17:49:56.8280,-0.61,2.58,-3.61,4.47
2022-08-11 17:49:56.8400,1.17,-0.01,-2.97,3.19
2022-08-11 17:49:56.8480,2.64,-1.19,-1.86,3.44
2022-08-11 17:49:56.8640,3.87,-1.33,-1.36,4.31
2022-08-11 17:49:56.8680,4.8,-1.06,-1.59,5.16
2022-08-11 17:49:56.8790,5.51,-0.96,-1.71,5.84
2022-08-11 17:49:56.8880,5.74,-1.23,-1.32,6.01
2022-08-11 17:49:56.8990,5.08,-1.69,-0.66,5.39
2022-08-11 17:49:56.9080,3.57,-2.06,-0.01,4.12
2022-08-11 17:49:56.9180,1.69,-2.19,0.55,2.82
2022-08-11 17:49:56.9290,-0.12,-2.06,0.94,2.26
2022-08-11 17:49:56.9370,-1.68,-1.94,1.26,2.85
2022-08-11 17:49:56.9480,-2.99,-1.99,1.49,3.88
2022-08-11 17:49:56.9630,-3.97,-2.26,1.43,4.78
2022-08-11 17:49:56.9670,-4.61,-2.78,1.07,5.48
2022-08-11 17:49:56.9780,-5.05,-3.53,0.63,6.19
2022-08-11 17:49:56.9890,-5.22,-4.49,0.38,6.89
2022-08-11 17:49:56.9990,-5.14,-5.53,0.38,7.55
2022-08-11 17:49:57.0070,-5.0,-6.17,0.57,7.96
2022-08-11 17:49:57.0180,-4.9,-6.01,0.46,7.76
2022-08-11 17:49:57.0270,-4.63,-5.36,0.04,7.08
2022-08-11 17:49:57.0370,-3.97,-4.4,-0.52,5.94
2022-08-11 17:49:57.0470,-3.02,-3.23,-1.21,4.58
2022-08-11 17:49:57.0640,-1.99,-1.98,-2.12,3.51
2022-08-11 17:49:57.0680,-0.81,-0.73,-2.68,2.89
2022-08-11 17:49:57.0770,0.52,0.69,-2.26,2.41
2022-08-11 17:49:57.0870,2.06,1.79,-1.16,2.96
2022-08-11 17:49:57.0960,3.57,2.25,-0.54,4.25
2022-08-11 17:49:57.1070,4.87,2.3,-1.06,5.48
2022-08-11 17:49:57.1160,6.12,2.18,-1.29,6.62
2022-08-11 17:49:57.1270,7.5,1.85,-0.53,7.74
2022-08-11 17:49:57.1360,9.14,1.85,0.02,9.32
2022-08-11 17:49:57.1460,10.41,2.51,0.04,10.7
2022-08-11 17:49:57.1650,10.68,3.09,-0.44,11.12
2022-08-11 17:49:57.1680,9.55,1.9,-1.2,9.81
2022-08-11 17:49:57.1760,6.9,0.59,-2.36,7.31
2022-08-11 17:49:57.1860,3.97,1.21,-4.52,6.13
2022-08-11 17:49:57.1970,2.59,4.02,-6.49,8.06
2022-08-11 17:49:57.2050,2.75,7.0,-2.98,8.08
2022-08-11 17:49:57.2160,0.65,8.41,2.68,8.85
2022-08-11 17:49:57.2250,-6.01,12.13,5.74,14.7
2022-08-11 17:49:57.2350,-14.45,14.31,8.27,21.95
2022-08-11 17:49:57.2450,-17.0,6.01,8.23,19.82
2022-08-11 17:49:57.2690,-12.1,-3.83,4.26,13.38
2022-08-11 17:49:57.2710,-8.83,-7.84,1.74,11.93
2022-08-11 17:49:57.2750,-7.16,-8.92,0.77,11.46
2022-08-11 17:49:57.2850,-6.42,-8.47,0.38,10.63
2022-08-11 17:49:57.2960,-5.64,-5.56,0.69,7.94
2022-08-11 17:49:57.3050,-3.82,-1.92,1.02,4.39
2022-08-11 17:49:57.3160,-2.75,-0.16,1.54,3.15
2022-08-11 17:49:57.3250,-2.64,0.48,1.98,3.33
2022-08-11 17:49:57.3350,-2.93,0.63,1.51,3.35
2022-08-11 17:49:57.3440,-3.32,0.4,0.59,3.39
2022-08-11 17:49:57.3670,-3.55,0.25,0.54,3.59
2022-08-11 17:49:57.3690,-3.12,0.32,1.36,3.41
2022-08-11 17:49:57.3750,-1.85,0.48,2.01,2.77
2022-08-11 17:49:57.3840,-0.16,0.67,1.67,1.8
2022-08-11 17:49:57.3940,1.23,0.69,0.21,1.42
2022-08-11 17:49:57.4040,1.65,0.56,-1.57,2.34
2022-08-11 17:49:57.4150,1.43,0.37,-2.25,2.69
2022-08-11 17:49:57.4250,1.12,0.1,-1.49,1.86
2022-08-11 17:49:57.4340,0.49,-0.17,-0.25,0.57
2022-08-11 17:49:57.4450,-0.04,-0.56,0.65,0.85
2022-08-11 17:49:57.4550,-0.04,-1.05,1.0,1.45
2022-08-11 17:49:57.4690,0.51,-1.41,0.97,1.78
2022-08-11 17:49:57.4740,1.32,-1.45,0.52,2.02
2022-08-11 17:49:57.4830,2.13,-1.19,-0.15,2.44
2022-08-11 17:49:57.4950,2.8,-0.8,-0.59,2.97
2022-08-11 17:49:57.5030,3.45,-0.5,-0.55,3.52
2022-08-11 17:49:57.5140,3.94,-0.35,-0.29,3.96
2022-08-11 17:49:57.5230,4.27,-0.33,-0.06,4.28
2022-08-11 17:49:57.5340,4.25,-0.42,0.02,4.27
2022-08-11 17:49:57.5440,3.97,-0.69,0.02,4.02
2022-08-11 17:49:57.5530,3.68,-1.1,0.09,3.84
2022-08-11 17:49:57.5690,3.45,-1.46,0.16,3.74
2022-08-11 17:49:57.5730,3.24,-1.67,0.24,3.65
2022-08-11 17:49:57.5830,3.06,-1.57,0.1,3.44
2022-08-11 17:49:57.5940,2.75,-0.98,-0.16,2.92
2022-08-11 17:49:57.6040,2.32,-0.07,-0.26,2.33
2022-08-11 17:49:57.6130,2.0,0.83,-0.01,2.16
2022-08-11 17:49:57.6220,2.24,1.5,0.62,2.76
2022-08-11 17:49:57.6330,3.21,1.74,1.54,3.96
2022-08-11 17:49:57.6420,4.49,1.66,2.32,5.31
2022-08-11 17:49:57.6520,5.52,1.44,2.73,6.32
2022-08-11 17:49:57.6690,6.32,1.59,2.64,7.03
2022-08-11 17:49:57.6720,6.2,2.18,2.1,6.89
2022-08-11 17:49:57.6820,4.75,2.72,1.52,5.68
2022-08-11 17:49:57.6930,3.25,2.74,1.18,4.41
2022-08-11 17:49:57.7020,2.73,2.46,1.3,3.89
2022-08-11 17:49:57.7120,2.69,2.08,1.56,3.74
2022-08-11 17:49:57.7230,3.03,1.36,1.5,3.64
2022-08-11 17:49:57.7320,3.07,0.19,1.26,3.32
2022-08-11 17:49:57.7420,2.52,-1.28,0.71,2.91
2022-08-11 17:49:57.7520,1.27,-2.48,0.0,2.78
2022-08-11 17:49:57.7670,-0.2,-2.89,-0.48,2.93
2022-08-11 17:49:57.7710,-2.06,-1.92,-0.86,2.94
2022-08-11 17:49:57.7820,-4.03,0.83,-1.9,4.53
2022-08-11 17:49:57.7930,-5.1,4.89,-2.79,7.59
2022-08-11 17:49:57.8030,-5.4,8.7,-2.0,10.43
2022-08-11 17:49:57.8130,-5.44,9.86,-1.27,11.33
2022-08-11 17:49:57.8220,-4.96,10.77,-2.11,12.04
2022-08-11 17:49:57.8310,-4.16,11.34,-3.02,12.45
2022-08-11 17:49:57.8410,-3.01,9.11,-3.97,10.38
2022-08-11 17:49:57.8520,-0.97,4.92,-4.36,6.64
2022-08-11 17:49:57.8670,0.57,1.61,-3.68,4.05
2022-08-11 17:49:57.8710,1.52,-0.28,-2.38,2.83
2022-08-11 17:49:57.8810,2.31,-1.14,-1.54,3.0
2022-08-11 17:49:57.8920,2.93,-1.47,-1.22,3.49
2022-08-11 17:49:57.9000,3.46,-1.85,-0.76,3.99
2022-08-11 17:49:57.9120,3.76,-2.33,-0.32,4.43
2022-08-11 17:49:57.9200,3.7,-2.89,0.0,4.69
2022-08-11 17:49:57.9300,3.28,-3.48,0.34,4.79
2022-08-11 17:49:57.9420,2.5,-3.91,0.69,4.69
2022-08-11 17:49:57.9520,1.25,-3.97,0.94,4.26
